,0,1
1222,wanting use,34954
1223,wanting,34953
1224,wanted know side,34952
1225,wanted know,34951
1226,wanted,34950
1227,want train louisville,34949
1228,want train afford,34948
1229,want train,34947
1230,want switch gi,34946
1231,want switch,34945
1232,want sever neck,34944
1233,want sever,34943
1234,want see inside,34942
1235,want see,34941
1236,want open guard,34940
1237,want open,34939
1238,want help struggling,34938
1239,want help,34937
1240,want hear bad,34936
1241,want hear,34935
1242,want competitor,34934
1243,want competitior rather,34933
1244,want competitior,34932
1245,want compete bjj,34931
1246,want compete,34930
1247,want blue belt,34929
1248,want blue,34928
1249,want bjj black,34927
1250,want bjj,34926
1251,want avoid beginner,34925
1252,want avoid,34924
1253,want,34923
1254,walsh choke vs,34922
1255,walsh choke back,34921
1256,walsh choke arm,34920
1257,walsh choke,34919
1258,walsh,34918
1259,wall together future,34917
1260,wall together,34916
1261,wall shoulder roll,34915
1262,wall shoulder,34914
1263,wall fence grappling,34913
1264,wall fence,34912
1265,wall drill train,34911
1266,wall drill,34910
1267,wall,34909
1268,walking street,34908
1269,walking gauntlet,34907
1270,walking,34906
1271,walker west virginia,34905
1272,walker west,34904
1273,walker chesapeake va,34903
1274,walker chesapeake,34902
1275,walker,34901
1276,walk,34900
1277,waki gatame armlock,34899
1278,waki gatame,34898
1279,waki,34897
1280,waiter sweep dlr,34896
1281,waiter sweep deep,34895
1282,waiter sweep artofjiujitsu,34894
1283,waiter sweep,34893
1284,waiter,34892
1285,wag sit,34891
1286,wag,34890
1287,wadsworth,34889
1288,vs yagi ricardo,34888
1289,vs yagi,34887
1290,vs wrist grab,34886
1291,vs wrist,34885
1292,vs wrestling understanding,34884
1293,vs wrestling,34883
1294,vs worm guard,34882
1295,vs worm,34881
1296,vs william fox,34880
1297,vs william,34879
1298,vs weak side,34878
1299,vs weak,34877
1300,vs waiter sweep,34876
1301,vs waiter,34875
1302,vs vitor paschoal,34874
1303,vs vitor,34873
1304,vs vince armstrong,34872
1305,vs vince,34871
1306,vs upper body,34870
1307,vs upper,34869
1308,vs unknown purple,34868
1309,vs unknown agf,34867
1310,vs unknown,34866
1311,vs underhook,34865
1312,vs ultimate armbar,34864
1313,vs ultimate,34863
1314,vs tussa alencar,34862
1315,vs tussa,34861
1316,vs turtle,34860
1317,vs tuomas tammilehto,34859
1318,vs tuomas,34858
1319,vs tsukada ichitaro,34857
1320,vs tsukada,34856
1321,vs treetop single,34855
1322,vs treetop,34854
1323,vs time,34853
1324,vs thighs closed,34852
1325,vs thighs,34851
1326,vs tba agf,34850
1327,vs tba,34849
1328,vs tarcisio jardim,34848
1329,vs tarcisio,34847
1330,vs sydney ross,34846
1331,vs sydney,34845
1332,vs standing opponent,34844
1333,vs standing guard,34843
1334,vs standing back,34842
1335,vs standing,34841
1336,vs stand,34840
1337,vs skilled larger,34839
1338,vs skilled,34838
1339,vs single leg,34837
1340,vs single,34836
1341,vs side control,34835
1342,vs side,34834
1343,vs sergio calderon,34833
1344,vs sergio,34832
1345,vs self defense,34831
1346,vs self,34830
1347,vs seat belt,34829
1348,vs seat,34828
1349,vs ryron gracie,34827
1350,vs ryron,34826
1351,vs ryan wise,34825
1352,vs ryan,34824
1353,vs russell redenbaugh,34823
1354,vs russell,34822
1355,vs royler gracie,34821
1356,vs royler,34820
1357,vs rolling jiu,34819
1358,vs rolling,34818
1359,vs roberto godoi,34817
1360,vs roberto cyborg,34816
1361,vs roberto,34815
1362,vs robert bennett,34814
1363,vs robert,34813
1364,vs robbie lawler,34812
1365,vs robbie,34811
1366,vs richie richardson,34810
1367,vs richie,34809
1368,vs richard martin,34808
1369,vs richard,34807
1370,vs reward jiu,34806
1371,vs reward dangerous,34805
1372,vs reward,34804
1373,vs resistance sparring,34803
1374,vs resistance,34802
1375,vs real books,34801
1376,vs real,34800
1377,vs randy ray,34799
1378,vs randy,34798
1379,vs ralph galasso,34797
1380,vs ralph,34796
1381,vs rafael formiga,34795
1382,vs rafael,34794
1383,vs pushed guard,34793
1384,vs pushed,34792
1385,vs productive black,34791
1386,vs productive,34790
1387,vs posting,34789
1388,vs pete prather,34788
1389,vs pete bjj,34787
1390,vs pete,34786
1391,vs paulo miyao,34785
1392,vs paulo filho,34784
1393,vs paulo,34783
1394,vs paul woo,34782
1395,vs paul ramroop,34781
1396,vs paul,34780
1397,vs pass jason,34779
1398,vs pass back,34778
1399,vs pass,34777
1400,vs osvaldo queixinho,34776
1401,vs osvaldo,34775
1402,vs opponent trying,34774
1403,vs opponent,34773
1404,vs opener neck,34772
1405,vs opener,34771
1406,vs omoplata,34770
1407,vs okamoto yuji,34769
1408,vs okamoto,34768
1409,vs north south,34767
1410,vs north,34766
1411,vs nogueira rematch,34765
1412,vs nogueira,34764
1413,vs nicolas araujo,34763
1414,vs nicolas,34762
1415,vs new school,34761
1416,vs new,34760
1417,vs nakamura yuuta,34759
1418,vs nakamura,34758
1419,vs mount calf,34757
1420,vs mount brandon,34756
1421,vs mount,34755
1422,vs monkey tape,34754
1423,vs monkey,34753
1424,vs modern jiu,34752
1425,vs modern,34751
1426,vs mma bjj,34750
1427,vs mma,34749
1428,vs mike ballestero,34748
1429,vs mike,34747
1430,vs matthew smith,34746
1431,vs matthew,34745
1432,vs mario reis,34744
1433,vs mario,34743
1434,vs marceloplata vs,34742
1435,vs marceloplata,34741
1436,vs luiz panza,34740
1437,vs luiz camargo,34739
1438,vs luiz,34738
1439,vs levi mowles,34737
1440,vs levi,34736
1441,vs len bentley,34735
1442,vs len,34734
1443,vs lee hee,34733
1444,vs lee,34732
1445,vs leandro lo,34731
1446,vs leandro,34730
1447,vs larger opponent,34729
1448,vs larger,34728
1449,vs knife traditional,34727
1450,vs knife,34726
1451,vs kneebars,34725
1452,vs kneebar,34724
1453,vs knee belly,34723
1454,vs knee,34722
1455,vs kimuratrap,34721
1456,vs kevin williams,34720
1457,vs kevin,34719
1458,vs kelly leo,34718
1459,vs kelly,34717
1460,vs keenan cornelius,34716
1461,vs keenan,34715
1462,vs kade ruotolo,34714
1463,vs kade,34713
1464,vs judo takedown,34712
1465,vs judo,34711
1466,vs jordan,34710
1467,vs jonnatas gracie,34709
1468,vs jonnatas,34708
1469,vs jon yarborough,34707
1470,vs jon,34706
1471,vs jiujitsu black,34705
1472,vs jiujitsu,34704
1473,vs jiu jitsu,34703
1474,vs jiu,34702
1475,vs jimmy altman,34701
1476,vs jimmy,34700
1477,vs jay pages,34699
1478,vs jay,34698
1479,vs jake shields,34697
1480,vs jake,34696
1481,vs jacked opponent,34695
1482,vs jacked,34694
1483,vs inverted guard,34693
1484,vs inverted,34692
1485,vs inside trip,34691
1486,vs inside sankaku,34690
1487,vs inside,34689
1488,vs ichitaro tsukada,34688
1489,vs ichitaro,34687
1490,vs ichiro kaneko,34686
1491,vs ichiro,34685
1492,vs honeyhole,34684
1493,vs hirao yuto,34683
1494,vs hirao,34682
1495,vs heavy people,34681
1496,vs heavy,34680
1497,vs halfguard back,34679
1498,vs halfguard,34678
1499,vs half guard,34677
1500,vs half dlr,34676
1501,vs half,34675
1502,vs guard retention,34674
1503,vs guard north,34673
1504,vs guard,34672
1505,vs grips break,34671
1506,vs grips,34670
1507,vs gianni grippo,34669
1508,vs gianni,34668
1509,vs gi difference,34667
1510,vs gi,34666
1511,vs front head,34665
1512,vs front,34664
1513,vs frank mir,34663
1514,vs frank,34662
1515,vs framing opponent,34661
1516,vs framing,34660
1517,vs forward pressure,34659
1518,vs forward,34658
1519,vs foot lock,34657
1520,vs foot,34656
1521,vs fabio leopoldo,34655
1522,vs fabio,34654
1523,vs erberth santos,34653
1524,vs erberth,34652
1525,vs eduardo telles,34651
1526,vs eduardo,34650
1527,vs downloaded videos,34649
1528,vs downloaded,34648
1529,vs double positions,34647
1530,vs double,34646
1531,vs dondi morgan,34645
1532,vs dondi,34644
1533,vs deep half,34643
1534,vs deep,34642
1535,vs de la,34641
1536,vs de,34640
1537,vs david hoffman,34639
1538,vs david,34638
1539,vs dave burrow,34637
1540,vs dave,34636
1541,vs darce defense,34635
1542,vs darce arm,34634
1543,vs darce,34633
1544,vs dana laitinen,34632
1545,vs dana,34631
1546,vs dan morgan,34630
1547,vs dan,34629
1548,vs combat base,34628
1549,vs combat,34627
1550,vs cobrinha 2015,34626
1551,vs cobrinha,34625
1552,vs coach rhys,34624
1553,vs coach,34623
1554,vs closed guard,34622
1555,vs closed,34621
1556,vs clinch drilling,34620
1557,vs clinch,34619
1558,vs chris sizemore,34618
1559,vs chris,34617
1560,vs charles gaspar,34616
1561,vs charles,34615
1562,vs chance brown,34614
1563,vs chance,34613
1564,vs champion full,34612
1565,vs champion,34611
1566,vs carlos vieira,34610
1567,vs carlos farias,34609
1568,vs carlos condit,34608
1569,vs carlos,34607
1570,vs butterfly sitting,34606
1571,vs butterfly shrimp,34605
1572,vs butterfly hooks,34604
1573,vs butterfly guard,34603
1574,vs butterfly drill,34602
1575,vs butterfly berimbolo,34601
1576,vs butterfly,34600
1577,vs brown belt,34599
1578,vs brown,34598
1579,vs brock garlick,34597
1580,vs brock,34596
1581,vs brandon quick,34595
1582,vs brandon,34594
1583,vs bo montier,34593
1584,vs bo,34592
1585,vs black belt,34591
1586,vs black,34590
1587,vs bjj new,34589
1588,vs bjj,34588
1589,vs bigger stronger,34587
1590,vs bigger people,34586
1591,vs bigger opponents,34585
1592,vs bigger opponent,34584
1593,vs bigger grapplers,34583
1594,vs bigger,34582
1595,vs big shoulders,34581
1596,vs big college,34580
1597,vs big,34579
1598,vs bicep control,34578
1599,vs bicep,34577
1600,vs baratoplata,34576
1601,vs back defense,34575
1602,vs back control,34574
1603,vs back body,34573
1604,vs back,34572
1605,vs augusto tanquinho,34571
1606,vs augusto,34570
1607,vs attacker guard,34569
1608,vs attacker,34568
1609,vs ashton kirby,34567
1610,vs ashton,34566
1611,vs armbars,34565
1612,vs arm drag,34564
1613,vs arm,34563
1614,vs arbi muradov,34562
1615,vs arbi,34561
1616,vs antonio cornelis,34560
1617,vs antonio,34559
1618,vs angel delgado,34558
1619,vs angel,34557
1620,vs aj agazarm,34556
1621,vs aj,34555
1622,vs 252lbs black,34554
1623,vs 252lbs,34553
1624,vs 100 modern,34552
1625,vs 100,34551
1626,vs,34550
1627,von flue choke,34549
1628,von flue,34548
1629,von,34547
1630,vlog wisconsin bjj,34546
1631,vlog wisconsin,34545
1632,vlog intro,34544
1633,vlog inside competition,34543
1634,vlog inside,34542
1635,vlog gi sub,34541
1636,vlog gi,34540
1637,vlog,34539
1638,vliet,34538
1639,vladov,34537
1640,vladislav vlad koulikov,34536
1641,vladislav vlad,34535
1642,vladislav,34534
1643,vlad koulikov,34533
1644,vlad,34532
1645,vitor shaolin ribiero,34531
1646,vitor shaolin riberio,34530
1647,vitor shaolin,34529
1648,vitor paschoal ibjjf,34528
1649,vitor paschoal,34527
1650,vitor belfort,34526
1651,vitor,34525
1652,vitamin commercial,34524
1653,vitamin,34523
1654,visualization mov,34522
1655,visualization mental goals,34521
1656,visualization mental,34520
1657,visualization,34519
1658,visitors,34518
1659,visiting students,34517
1660,visiting bjj gyms,34516
1661,visiting bjj,34515
1662,visiting,34514
1663,visited 150 jiu,34513
1664,visited 150,34512
1665,visited,34511
1666,visit bjj schools,34510
1667,visit bjj,34509
1668,visit,34508
1669,virginia open 2012,34507
1670,virginia open,34506
1671,virginia beach va,34505
1672,virginia beach,34504
1673,virginia,34503
1674,violent history really,34502
1675,violent history,34501
1676,violent,34500
1677,vinny magalhaes,34499
1678,vinny,34498
1679,vinicius tractor ferreira,34497
1680,vinicius tractor,34496
1681,vinicius ferreira trator,34495
1682,vinicius ferreira,34494
1683,vinicius draculino,34493
1684,vinicius,34492
1685,vincent colcol single,34491
1686,vincent colcol,34490
1687,vincent,34489
1688,vince armstrong,34488
1689,vince,34487
1690,vimeo mp4,34486
1691,vimeo,34485
1692,villanova vs bo,34484
1693,villanova vs,34483
1694,villanova,34482
1695,view italy,34481
1696,view,34480
1697,vieja,34479
1698,vieira vs luiz,34478
1699,vieira vs,34477
1700,vieira roots jiu,34476
1701,vieira roots,34475
1702,vieira ibjjf worlds,34474
1703,vieira ibjjf,34473
1704,vieira guard passing,34472
1705,vieira guard,34471
1706,vieira essence jiu,34470
1707,vieira essence,34469
1708,vieira bjjlibrary com,34468
1709,vieira bjjlibrary,34467
1710,vieira anaconda choke,34466
1711,vieira anaconda,34465
1712,vieira,34464
1713,videos writing blogs,34463
1714,videos writing,34462
1715,videos pretzel head,34461
1716,videos pretzel,34460
1717,videos grapplearts bjj,34459
1718,videos grapplearts,34458
1719,videos covid19,34457
1720,videos chewjitsu bloopers,34456
1721,videos chewjitsu,34455
1722,videos,34454
1723,video way complicated,34453
1724,video way,34452
1725,video schedule,34451
1726,video rolling reflections,34450
1727,video rolling,34449
1728,video gi unrealistic,34448
1729,video gi,34447
1730,video ever,34446
1731,video course basic,34445
1732,video course,34444
1733,video comment reply,34443
1734,video comment,34442
1735,video,34441
1736,victors roll effective,34440
1737,victors roll,34439
1738,victors,34438
1739,victor silvério,34437
1740,victor,34436
1741,vicente junior sweep,34435
1742,vicente junior posture,34434
1743,vicente junior arm,34433
1744,vicente junior,34432
1745,vicente 2014 rickson,34431
1746,vicente 2014,34430
1747,vicente,34429
1748,veteran returning bjj,34428
1749,veteran returning,34427
1750,veteran,34426
1751,versus single leg,34425
1752,versus single,34424
1753,versus,34423
1754,versions,34422
1755,version straight foot,34421
1756,version straight,34420
1757,version new,34419
1758,version fireman carry,34418
1759,version fireman,34417
1760,version everyone,34416
1761,version chewy,34415
1762,version,34414
1763,versatile bjj arm,34413
1764,versatile bjj,34412
1765,versatile,34411
1766,verge quitting falling,34410
1767,verge quitting,34409
1768,verge,34408
1769,velasquez agf baton,34407
1770,velasquez agf,34406
1771,velasquez,34405
1772,vegas summer open,34404
1773,vegas summer,34403
1774,vegas,34402
1775,vault collar snatch,34401
1776,vault collar,34400
1777,vault,34399
1778,vasconcelos,34398
1779,variação leg drag,34397
1780,variação leg,34396
1781,variação,34395
1782,variations turtle guard,34394
1783,variations turtle,34393
1784,variations stack pass,34392
1785,variations stack,34391
1786,variations spider guard,34390
1787,variations spider,34389
1788,variations jiu jitsu,34388
1789,variations jiu,34387
1790,variations get taps,34386
1791,variations get,34385
1792,variations back taking,34384
1793,variations back,34383
1794,variations art jiu,34382
1795,variations art,34381
1796,variations andre galvao,34380
1797,variations andre,34379
1798,variations,34378
1799,variation waiter sweep,34377
1800,variation waiter,34376
1801,variation thamires aquino,34375
1802,variation thamires,34374
1803,variation sweep bjj,34373
1804,variation sweep,34372
1805,variation straight arms,34371
